soru,cevap
Türkiye Cumhuriyeti Anayasası'nın bahsedilen maddesi nedir?,131
Herkesin hangi hürriyeti vardır?,"Herkes, yerleşme ve seyahat hürriyetine sahiptir."
Yerleşme hürriyeti hangi amaçlarla kanunla sınırlanabilir?,"Yerleşme hürriyeti, suç işlenmesini önlemek, sosyal ve ekonomik gelişmeyi sağlamak, sağlıklı ve düzenli kentleşmeyi gerçekleştirmek ve kamu mallarını korumak amaçlarıyla kanunla sınırlanabilir."
Seyahat hürriyeti hangi durumlarda sınırlanabilir?,"Seyahat hürriyeti, suç soruşturma ve kovuşturması sebebiyle ve suç işlenmesini önlemek amaçlarıyla kanunla sınırlanabilir."
Vatandaşın yurt dışına çıkma hürriyeti nasıl sınırlanabilir?,"Vatandaşın yurt dışına çıkma hürriyeti, ancak suç soruşturması veya kovuşturması sebebiyle hâkim kararına bağlı olarak sınırlanabilir."
Vatandaş sınır dışı edilebilir mi?,"Hayır, vatandaş sınır dışı edilemez ve yurda girme hakkından yoksun bırakılamaz."
MADDE 23'e göre herkesin hangi hürriyetlere sahip olduğu belirtilmiştir?,"Herkes, yerleşme ve seyahat hürriyetine sahiptir."
Yerleşme hürriyeti hangi amaçlarla kanunla sınırlanabilir?,"Suç işlenmesini önlemek, sosyal ve ekonomik gelişmeyi sağlamak, sağlıklı ve düzenli kentleşmeyi gerçekleştirmek ve kamu mallarını korumak amaçlarıyla kanunla sınırlanabilir."
Vatandaşın yurt dışına çıkma hürriyeti hangi durumlarda sınırlanabilir?,"Ülkenin ekonomik durumu, vatandaşlık ödevi ya da ceza soruşturması veya kovuşturması sebebiyle sınırlanabilir."
Vatandaşın sınır dışı edilmesi veya yurda girme hakkından yoksun bırakılması mümkün müdür?,"Hayır, vatandaş sınır dışı edilemez ve yurda girme hakkından yoksun bırakılamaz."
Seyahat hürriyeti hangi sebeplerle sınırlanabilir?,Suç soruşturma ve kovuşturması sebebiyle ve suç işlenmesini önlemek amaçlarıyla sınırlanabilir.
Yerleşme hürriyeti hangi amaçlarla kanunla sınırlanabilir?,"Yerleşme hürriyeti, suç işlenmesini önlemek, sosyal ve ekonomik gelişmeyi sağlamak, sağlıklı ve düzenli kentleşmeyi gerçekleştirmek ve kamu mallarını korumak amaçlarıyla kanunla sınırlanabilir."
Seyahat hürriyeti hangi durumlarda sınırlanabilir?,"Seyahat hürriyeti, suç soruşturma ve kovuşturması sebebiyle ve suç işlenmesini önlemek amacıyla sınırlanabilir."
Vatandaşın yurt dışına çıkma hürriyeti hangi sebeplerle sınırlanabilir?,"Vatandaşın yurt dışına çıkma hürriyeti, ülkenin ekonomik durumu, vatandaşlık ödevi ya da ceza soruşturması veya kovuşturması sebebiyle sınırlanabilir."
Vatandaş sınır dışı edilebilir mi?,"Hayır, vatandaş sınır dışı edilemez ve yurda girme hakkından yoksun bırakılamaz."
Yurt dışına çıkma hürriyetini sınırlayan sebepler arasına hangi yeni sebep eklenmiştir?,Yurt dışına çıkma hürriyetini sınırlayan sebepler arasına 'ülkenin ekonomik durumu' eklenmiştir.
Anayasanın 23. maddesi hangi hürriyetleri kapsar?,Yerleşme ve seyahat hürriyetini kapsar.
Anayasanın 23. maddesinde yapılan değişiklik neyi amaçlamaktadır?,Vatandaşların yurt dışına çıkma hürriyetine ülkenin ekonomik durumunun engel teşkil etmesine son vermeyi amaçlamaktadır.
"Anayasa Komisyonu, Anayasanın 23. maddesindeki değişikliği nasıl değerlendirmiştir?","Komisyon, değişikliği oy birliği ile kabul etmiştir."
Anayasanın 23. maddesine göre vatandaşın yurt dışına çıkma hürriyeti hangi sebeplerle sınırlanabilir?,Vatandaşlık ödevi ya da ceza soruşturması veya kovuşturması sebebiyle sınırlanabilir.
Anayasanın 23. maddesinde hangi ibare metinden çıkarılmıştır?,Ülkenin ekonomik durumu ibaresi metinden çıkarılmıştır.
Yerleşme hürriyeti hangi amaçlarla kanunla sınırlandırılabilir?,"Yerleşme hürriyeti, suç işlenmesini önlemek, sosyal ve ekonomik gelişmeyi sağlamak, sağlıklı ve düzenli kentleşmeyi gerçekleştirmek ve kamu mallarını korumak amaçlarıyla kanunla sınırlandırılabilir."
Seyahat hürriyeti hangi durumlarda kanunla sınırlandırılabilir?,"Seyahat hürriyeti, suç soruşturma ve kovuşturması sebebiyle ve suç işlenmesini önlemek amacıyla kanunla sınırlandırılabilir."
Vatandaşın yurt dışına çıkma hürriyeti hangi koşullarda sınırlanabilir?,"Vatandaşın yurt dışına çıkma hürriyeti, ancak suç soruşturması veya kovuşturması sebebiyle hâkim kararına bağlı olarak sınırlanabilir."
Anayasa Komisyonu tarafından kabul edilen metinde hangi madde değişikliği öngörülmüştür?,"Anayasa Komisyonu tarafından kabul edilen metinde, Anayasanın 23 üncü maddesinin beşinci fıkrası, vatandaşın yurt dışına çıkma hürriyetinin sadece suç soruşturması veya kovuşturması sebebiyle ve hâkim kararına bağlı olarak sınırlanabilmesi şeklinde değiştirilmiştir."
Anayasa Komisyonu Raporu'nda hangi hürriyetin daraltıldığı ifade edilmiştir?,"Anayasa Komisyonu Raporu'nda, yurt dışına çıkma hürriyetinin daha daraltıldığı bazı üyelerce ifade edilmiştir."
hayır,hayır
Madde 24'e göre herkes hangi hürriyetlere sahiptir?,"Herkes, vicdan, dinî inanç ve kanaat hürriyetine sahiptir."
"İbadet, dinî âyin ve törenler hangi şartla serbesttir?",14 üncü madde hükümlerine aykırı olmamak şartıyla serbesttir.
Kimse hangi konularda zorlanamaz ve kınanamaz?,"Kimse, ibadete, dinî âyin ve törenlere katılmaya, dinî inanç ve kanaatlerini açıklamaya zorlanamaz; dinî inanç ve kanaatlerinden dolayı kınanamaz ve suçlanamaz."
Din ve ahlâk eğitimi nasıl yapılır?,Din ve ahlâk eğitim ve öğretimi Devletin gözetim ve denetimi altında yapılır.
Devletin temel düzenini din kurallarına dayandırmak veya din duygularını istismar etmek serbest midir?,"Hayır, kimse Devletin sosyal, ekonomik, siyasî veya hukukî temel düzenini kısmen de olsa, din kurallarına dayandırma veya din duygularını istismar edemez ve kötüye kullanamaz."
MADDE 24'e göre din ve vicdan hürriyeti nedir?,"Din ve vicdan hürriyeti, herkesin vicdan, dinî inanç ve kanaat hürriyetine sahip olmasıdır. Kimse ibadete, dinî âyin ve törenlere katılmaya, dinî inanç ve kanaatlerini açıklamaya zorlanamaz; dinî inanç ve kanaatlerinden dolayı kınanamaz ve suçlanamaz."
Din ve ahlak eğitimi hangi kurumlarda zorunludur?,"Din ve ahlak eğitimi, ilk ve ortaöğretim kurumlarında zorunludur ve Devletin denetim ve gözetimi altında yapılır."
MADDE 24'e göre dinî duyguların siyasî amaçlarla kullanılması yasak mıdır?,"Evet, dinî duyguların ve dinin siyasî amaçlarla kullanılması yasaklanmıştır."
İslam dinine mensup olmayan kişilerin din derslerine katılması zorunlu mudur?,"Hayır, İslam dinine mensup olmayan kişilerin din derslerini takibi isteklerine bağlıdır."
Dinî ayin ve törenlerin serbest olması hangi şartlara bağlıdır?,"Dinî ayin ve törenlerin serbest olması, kamu düzenine, genel ahlaka ve bu amaçlarla çıkarılan kanunlara aykırı olmamak kaydıyla mümkündür."
"Anayasa'nın 24. maddesi, din ve vicdan hürriyeti konusunda ne tür haklar tanımaktadır?","Anayasa'nın 24. maddesi, herkesin vicdan, dinî inanç ve kanaat hürriyetine sahip olduğunu belirtir. İbadet, dinî âyin ve törenler serbesttir ve kimse bunlara katılmaya zorlanamaz. Ayrıca, kimse dinî inanç ve kanaatlerinden dolayı kınanamaz ve suçlanamaz."
Din ve ahlâk eğitimi nasıl bir denetim altında yapılmaktadır?,"Din ve ahlâk eğitimi, Devletin gözetim ve denetimi altında yapılmaktadır. Din kültürü ve ahlâk öğretimi, ilk ve ortaöğretim kurumlarında zorunlu dersler arasında yer alır."
Din eğitimi ve öğretimi kişilerin isteğine bağlı olarak nasıl düzenlenmiştir?,"Din eğitimi ve öğretimi, kişilerin kendi isteğine, küçüklerin ise kanunî temsilcisinin talebine bağlı olarak düzenlenmiştir. Ancak din kültürü ve ahlâk öğretimi, ilk ve ortaöğretim kurumlarında zorunlu dersler arasında yer alır."
Dinî duyguların istismarı ve kötüye kullanılması konusunda ne tür yasaklar bulunmaktadır?,"Kimse, Devletin sosyal, ekonomik, siyasî veya hukukî temel düzenini kısmen de olsa, din kurallarına dayandırma veya siyasî veya kişisel çıkar yahut nüfuz sağlama amacıyla dini veya din duygularını yahut dince kutsal sayılan şeyleri istismar edemez ve kötüye kullanamaz."
"Millî Güvenlik Konseyi Anayasa Komisyonu, 24. madde değişiklik gerekçesinde neyi vurgulamaktadır?","Millî Güvenlik Konseyi Anayasa Komisyonu, 24. madde değişiklik gerekçesinde, din ve ahlâk eğitiminin Devletin denetimi ve gözetimi altında olması gerektiğini ve din kültürü ile ahlâk öğretiminin ilk ve ortaöğretim kurumlarında zorunlu dersler arasında yer alacağını vurgulamaktadır."
Madde 24 hangi özgürlükleri kapsar?,"Madde 24, vicdan, dinî inanç ve kanaat hürriyetini kapsar."
Din ve ahlâk eğitimi nasıl yapılır?,"Din ve ahlâk eğitimi, Devletin gözetim ve denetimi altında yapılır ve din kültürü ve ahlâk öğretimi ilk ve ortaöğretim kurumlarında zorunlu dersler arasında yer alır."
Kimse neye zorlanamaz ve ne nedeniyle kınanamaz?,"Kimse, ibadete, dinî âyin ve törenlere katılmaya, dinî inanç ve kanaatlerini açıklamaya zorlanamaz ve dinî inanç ve kanaatlerinden dolayı kınanamaz."
Org. Tahsin Şahinkaya'nın 24. madde ile ilgili endişesi nedir?,"Org. Tahsin Şahinkaya, din derslerinin gelecekte daha geniş çapta okutulması tehlikesinden endişe etmektedir."
"Org. Tahsin Şahinkaya, din derslerinin nasıl ifade edilmesini öneriyor?","Org. Tahsin Şahinkaya, din derslerinin 'okunan dersler arasında yer alır' şeklinde ifade edilmesini öneriyor."
Kuran kurslarında hangi tür eğitimler verilmektedir?,"Kuran kurslarında hem Kuran’ın nasıl okutulacağının öğretimi, hem de namazın nasıl kılınacağı, abdestin nasıl alınacağı, cenaze namazının nasıl kılınacağının eğitimi verilmektedir."
Din kültürü ve ahlak öğretimi hangi eğitim kurumlarında zorunlu dersler arasında yer alır?,"Din kültürü ve ahlak öğretimi, ilk ve ortaöğretim kurumlarında zorunlu dersler arasında yer alır."
Din dersi ile din kültürü öğretimi arasındaki fark nedir?,"Din dersi Kuran’ı Kerim’in baştan sona öğretilmesini içerirken, din kültürü öğretimi dinin tarihi ve kurallarını öğretmeyi amaçlar."
Din eğitimi ve öğretimi nasıl bir denetim altında yapılır?,"Din eğitimi ve öğretimi, devletin gözetim ve denetimi altında yapılır."
Zorunlu dersler arasında yer alan din derslerinden vazgeçilebilir mi?,"Hayır, din derslerinden vazgeçilemez; tıpkı tarih, coğrafya, matematik gibi dersler gibi okutulması zorunludur."
Din kültürü derslerinin genel kültür dersleri arasında verilmesi neden vurgulanmaktadır?,"Din kültürü derslerinin genel kültür dersleri arasında verilmesi, öğrencilerin ve Türk vatandaşlarının İslamiyet veya kendi dinleri hakkında bilgi sahibi olmalarını sağlamak amacıyla vurgulanmaktadır."
Anayasada din eğitiminin mutlak tutulmasının sebebi nedir?,"Din eğitiminin mutlak tutulmasının sebebi, din eğitiminin kültürün dışında, özellikle uygulama ile ilgili olması ve bu konularda bilgi sahibi olmanın önemli görülmesidir."
Yabancı okullarda din eğitimi nasıl ele alınmaktadır?,"Yabancı okullarda, özellikle Rum okullarında, kendi içlerinde din eğitimi uygulanmaktadır. Ayrıca, Fransız, Alman ve İtalyan okullarında da hem Türkler hem yabancılar okumaktadır."
Anayasada yer alan din derslerinin okutulma zorunluluğu yabancı okulları kapsamakta mıdır?,Anayasadaki din derslerinin okutulma zorunluluğunun yabancı okulları kapsayıp kapsamadığı konusunda uluslararası sözleşmeler ve Lozan Antlaşması dikkate alınmaktadır.
"Hâkim Tümgeneral Muzaffer Başkaynak, din kültürü derslerinin verilmesi konusunda neyi ihya etmek zorunda olduklarını belirtmiştir?","Hâkim Tümgeneral Muzaffer Başkaynak, ihmal edilmiş bir müesseseyi Anayasada ihya etmek zorunda olduklarını belirtmiştir."
Lozan Antlaşması'na göre yabancı okullarda din kültürü dersleri nasıl düzenlenmiştir?,"Lozan Antlaşması'na göre yabancı okullarda kendi din kültürü dersleri okutulmakta, Türk öğrenciler ise bu derslere katılmamaktadır."
Yabancı okulların müfredat programları kim tarafından denetlenmektedir?,"Yabancı okulların müfredat programları, Devletin gözetimi ve denetimi altındadır."
Müslüman öğrencilerin din kültürü dersleri nasıl düzenlenecektir?,"Müslüman öğrenciler için, yabancıların okuduğu din kültürü saatlerinde veya aynı ders saatlerinde İslamiyet kültürü okutulacaktır."
Yabancı okullarda din dersleri müfredatı uygulandığında kimler yetkili olacaktır?,Müslüman talebeler için eğitim yapacak öğretmenler bu hükümle yetkili olacaktır.
Müslüman çocukların din eğitimi nasıl sağlanabilir?,"Müslüman çocuklar, din kültürünü okulda almadıklarında, mahalle mektebine gönderilerek, bir hoca tutularak veya din kurslarına gönderilerek din eğitimi alabilirler."
Din kültürü ve öğrenimi derslerinin zorunlu olmasının gerekçesi nedir?,"Din kültürü ve öğrenimi derslerinin zorunlu olmasının gerekçesi, toplumun birleştirici unsuru olarak dinin mevcut olması ve bu bilgilerin devlet kontrolü altında verilmesinin daha uygun olmasıdır."
1961 Anayasasında din kültürü ve öğrenimi dersleriyle ilgili nasıl bir düzenleme vardı?,"1961 Anayasasında din kültürü ve öğrenimi dersleriyle ilgili bir kayıt yoktu, serbest bırakılmıştı."
Din kültürü ve öğrenimi derslerinin zorunlu olmasının laikliğe aykırı olmadığı nasıl açıklanıyor?,"Din kültürü ve öğrenimi derslerinin zorunlu olmasının laikliğe aykırı olmadığı, bu derslerin dinin bütün gereklerine zorlamadığı, sadece din kültürü almayı sağladığı ve istismara müsait kullanılmaması gerektiği belirtilerek açıklanıyor."
Zorunlu din derslerinin gelecekteki iktidarlar tarafından istismar edilmemesi için ne öneriliyor?,Zorunlu din derslerinin gelecekteki iktidarlar tarafından istismar edilmemesi için zabıtlara bu şekilde geçmesinin büyük yarar sağlayacağı öneriliyor.
Türkiye'de imam-hatip okullarının çoğalma sebebi nedir?,"Türkiye'de imam-hatip okullarının çoğalma sebebi, geçmişte gidilen her yerde imam-hatip okulu istenmesidir ve bu okulların sayısı 357'ye ulaşmıştır."
İmam-hatip okullarının yayılmasının sebepleri nelerdir?,"Ana-babaların çocuklarının din dersi almasını istemesi ve lise diploması alırken din bilgisi de kazanmalarını düşünmeleri, imam-hatip okullarının yayılmasının sebeplerindendir."
Din kültürü ve ahlak eğitimi nasıl verilecektir?,Din kültürü ve ahlak eğitimi beraber verilecek ve bu derslerin programları Millî Eğitim Bakanlığında yapılacaktır.
Zorunlu dersler arasında hangi dersler bulunmaktadır?,Zorunlu dersler arasında din kültürü ve ahlak eğitimi dersleri bulunmaktadır.
Aileler çocuklarını neden imam-hatip okullarına göndermeyi tercih ediyor?,Aileler çocuklarının hem lise diploması almasını hem de din bilgisi edinmesini istedikleri için imam-hatip okullarını tercih ediyorlar.
24. maddeye hangi kelimenin ilavesi kabul edilmiştir?,24. maddeye 'okutulan' kelimesinin ilavesi kabul edilmiştir.
hayır,hayır
Herkes hangi hürriyete sahiptir?,"Herkes, düşünce ve kanaat hürriyetine sahiptir."
Düşünce ve kanaatlerini açıklamaya kimse zorlanabilir mi?,"Hayır, kimse düşünce ve kanaatlerini açıklamaya zorlanamaz."
Bir kişi düşünce ve kanaatleri sebebiyle kınanabilir veya suçlanabilir mi?,"Hayır, bir kişi düşünce ve kanaatleri sebebiyle kınanamaz ve suçlanamaz."
Düşünce ve kanaat hürriyeti nedir?,"Düşünce ve kanaat hürriyeti, herkesin düşünce ve kanaatlerinde tamamen hür olduğu, bunları açıklamaya zorlanamayacağı, düşünce ve kanaatleri sebebiyle suçlanıp kınanamayacağı bir hürriyettir."
