soru,cevap
Cinsiyet oranı 2006-2009 yılları arasında nasıl bir değişim göstermiştir?,Cinsiyet oranı 2006-2009 yılları arasında ciddi bir ivme kazanarak artmıştır.
2013-2014 eğitim öğretim yılı itibarıyla cinsiyet oranı yüzde kaç olarak gerçekleşmiştir?,"%94,59 olarak gerçekleşmiştir."
Ortaöğretim kademesinin zorunlu eğitime dahil edilmesi cinsiyet oranını nasıl etkilemiştir?,"Ortaöğretim kademesinin zorunlu eğitime dahil edilmesi, cinsiyet oranının artış göstermesine katkıda bulunmuştur."
2002-2003 eğitim öğretim yılında cinsiyet oranı yüzde kaç olarak kaydedilmiştir?,"%73,82 olarak kaydedilmiştir."
Cinsiyet oranı 2010-2011 eğitim öğretim yılında hangi yüzdeye ulaşmıştır?,"%94,15'e ulaşmıştır."
2013-2014 eğitim öğretim yılında cinsiyet oranının en düşük olduğu iller hangileridir?,"Siirt (% 65,50), Bitlis (% 71,09) ve Hakkâri (% 72,03)."
Cinsiyet oranının % 100'ün üzerinde olduğu illerde hangi durumdan söz edilebilir?,Erkekler aleyhine bir durum olabileceğinden söz edilebilir.
Cinsiyet oranının % 100'e en yakın olduğu iller hangileridir?,"Manisa (% 99,77), Trabzon (% 99,89), Burdur (% 100,17) ve Balıkesir (% 100,33)."
2013-2014 eğitim öğretim yılı itibarıyla % 100 cinsiyet oranına sahip kaç il vardır?,28 il.
Cinsiyet oranı % 90-95 arasında olan illerin sayısı kaçtır?,20 il.
Ortaöğretim kademesi hangi yaş grubunu kapsar?,Genel olarak 14-17 yaş grubunu kapsar.
Cumhuriyetin ilk yıllarından itibaren ortaöğretim hangi iki ana başlıkta toplanmıştır?,Genel ortaöğretim ve meslekî ve teknik ortaöğretim olarak iki ana başlıkta toplanmıştır.
1923-1924 eğitim öğretim yılında genel ortaöğretimde kaç okul vardı?,23 okul vardı.
2002-2003 eğitim öğretim yılında meslekî ve teknik ortaöğretimde kaç öğrenci vardı?,985.575 öğrenci vardı.
1943-1944 eğitim öğretim yılında meslekî ve teknik ortaöğretimdeki öğretmen sayısı kaçtı?,1.603 öğretmen vardı.
2002-2003 öğretim yılında genel ortaöğretimdeki öğrenci sayısı kaçtır?,2.038.027
2013-2014 öğretim yılında meslekî ve teknik ortaöğretimdeki öğretmen sayısı kaçtır?,161.288
2008-2009 öğretim yılında toplam ortaöğretim okul sayısı kaçtır?,8.675
2010-2011 öğretim yılında genel ortaöğretimdeki derslik sayısı kaçtır?,68.964
2005-2006 öğretim yılında meslekî ve teknik ortaöğretimdeki öğrenci sayısı kaçtır?,1.182.637
"2013-2014 eğitim öğretim yılında, 2002-2003 eğitim öğretim yılına göre okul sayısında ne kadar artış olmuştur?","% 76,35 oranında artış olmuştur."
Meslekî ve teknik ortaöğretimde hangi artış oranları okul ve derslik sayısındaki artış oranının üzerindedir?,"Öğrenci ve öğretmen artış oranı, okul ve derslik sayısındaki artış oranının üzerindedir."
Genel ortaöğretimde hangi artış oranları birbirine yakın olup hangileri daha fazladır?,"Genel ortaöğretimde okul, öğrenci, öğretmen ve derslik artış oranları birbirine yakındır; ancak okul ve öğretmen artış oranı, öğrenci ve derslik artış oranından fazladır."
2013-2014 eğitim öğretim yılı itibarıyla ortaöğretim kademesindeki öğrencilerin hangi oranı genel ortaöğretim kurumlarına devam etmektedir?,"% 53,62’si genel ortaöğretim kurumlarına devam etmektedir."
Genel ortaöğretim ve meslekî teknik ortaöğretim öğrenci dağılımı karşılaştırıldığında hangisinin oranı daha fazladır?,Genel ortaöğretim oranı daha fazladır.
2013-2014 yılında genel ortaöğretim öğrencilerinin oranı nedir?,"%53,62"
Meslekî ve teknik ortaöğretim öğrencilerinin oranı 2009-2010 yılında neydi?,"%42,91"
2006-2007 yılında genel ortaöğretim öğrencilerinin oranı kaçtı?,"%63,25"
2002-2003 yılında meslekî ve teknik ortaöğretim öğrencilerinin oranı nedir?,"%32,33"
Genel ortaöğretim oranının en yüksek olduğu yıl hangisidir?,2002-2003
2013-2014 eğitim öğretim yılında ortaöğretim kademesinde kaç öğrenci bulunmaktadır?,5.420.178 öğrenci bulunmaktadır.
Ortaöğretim Genel Müdürlüğüne bağlı okullara devam eden öğrenci sayısı kaçtır?,1.487.737 öğrenci Ortaöğretim Genel Müdürlüğüne bağlı okullara devam etmektedir.
"Ortaöğretim Genel Müdürlüğüne bağlı okullarda okuyan öğrenciler, toplam öğrencilerin yüzde kaçını oluşturmaktadır?","Toplam öğrencilerin %27,45'ini oluşturmaktadır."
Özel Öğretim Kurumları Genel Müdürlüğü (Genel) hangi eğitim türünü içermektedir?,Açıköğretim lisesi (Genel) eğitim türünü içermektedir.
Mesleki ve Teknik Eğitim Genel Müdürlüğü altında hangi eğitim türü belirtilmiştir?,Açıköğretim lisesi (Meslek) belirtilmiştir.
Eğitime sağlanan ekonomik destek neyi etkilemektedir?,"Eğitime sağlanan ekonomik destek, eğitimde kaliteyi etkilemektedir."
Eğitim bütçesi bileşenleri ülkelerin hangi yapısal durumuna göre değişiklik göstermektedir?,"Eğitim bütçesi bileşenleri, ülkelerin yönetim sisteminin yapısal durumuna göre değişiklik göstermektedir."
Türkiye'de eğitime ayrılan kaynaklar hangi bileşenlerden oluşmaktadır?,"Türkiye'de eğitime ayrılan kaynaklar, merkezî bütçe ve halk katkılarından oluşmaktadır."
Almanya'da eğitimin finansman kaynakları nelerdir?,"Almanya'da eğitimin finansman kaynakları, eyalet yönetimleri ve yerel yönetimlerdir."
Türkiye'de eğitimin finansman kaynakları nelerdir?,"Türkiye'de eğitimin finansman kaynakları, Eğitim Bakanlığı, katkı payı ve bağışlar, YÖK'ten oluşmaktadır."
Eğitim finansmanında hangi kaynaklar kullanılmaktadır?,"Genel bütçeden ayrılan paylar, eğitime katkı payı, öğrenci katkı payı, çıraklık ve mesleki-teknik eğitimi geliştirme fonu gelirleri, eğitim, gençlik ve spor hizmetleri vergisi, döner sermaye işletmelerinden sağlanan gelirler, dernek ve vakıf gelirleri, il özel idareleri bütçesinden ayrılan paylar, halk katkıları-bağışlar, dış ülke ve kuruluşlardan sağlanan krediler, burslar ve bağışlar."
Eğitime merkezi bütçeden ayrılan pay neye göre değişiklik göstermektedir?,Dönemin finansal yapısı ve eğitim ihtiyaçlarına göre değişiklik göstermektedir.
Son yıllarda eğitime ayrılan bütçede ne tür değişiklikler olmuştur?,Son yıllarda eğitime ayrılan bütçe düzenli bir artış göstermektedir.
Eğitimde fiziksel altyapı ve okuryazarlık oranında ne tür değişimler yaşanmıştır?,"Son yıllarda fiziksel altyapı, okuryazar ve okullaşma oranında önemli gelişmeler yaşanmıştır."
2002-2014 döneminde Türkiye'nin GSYH'sinde ve eğitim harcamalarının GSYH oranında ne tür değişiklikler olmuştur?,"GSYH yaklaşık 5 katına çıkmış, eğitim harcamalarının GSYH oranı ise yaklaşık %52 oranında artış sağlamıştır."
2002 yılında MEB bütçesinin GSYH oranı yüzde kaçtı?,"% 2,13"
2014 yılında MEB bütçesinin Merkezi Yönetim Bütçesine oranı yüzde kaç olması öngörülmektedir?,"% 12,76"
Ortaöğretim Genel Müdürlüğü 2013-2014 eğitim-öğretim yılında kaç öğrenciye hizmet vermiştir?,1.487.737 öğrenci
2013-2014 eğitim-öğretim yılında Ortaöğretim Genel Müdürlüğü kaç okulda hizmet vermiştir?,2.734 okul
Ortaöğretim Genel Müdürlüğünün 2013-2014 eğitim-öğretim yılında hizmet verdiği öğretmen sayısı kaçtır?,95.655 öğretmen
2006 yılında Ortaöğretim Genel Müdürlüğü bütçesi ne kadardır?,2006 yılında Ortaöğretim Genel Müdürlüğü bütçesi 2.125.235.400 TL'dir.
2014 yılında Ortaöğretim Genel Müdürlüğü bütçesi ne kadar artmıştır?,2014 yılında Ortaöğretim Genel Müdürlüğü bütçesi %266 artmıştır.
2006 yılında hangi bütçe uygulamasına geçilmiştir?,2006 yılında konsolide bütçe uygulamasına geçilmiştir.
2014 mali yılı MEB bütçesinden Ortaöğretim Genel Müdürlüğüne düşen pay nedir?,"2014 mali yılı MEB bütçesinden Ortaöğretim Genel Müdürlüğüne düşen pay %13,97'dir."
2006 yılı öncesi hangi bütçe sistemi kullanılmaktaydı?,2006 yılı öncesi program bütçe sistemi kullanılmaktaydı.
Ortaöğretim Genel Müdürlüğü'nün 2010 yılı personel gideri nedir?,1
2011 yılında Sosyal Güvenlik Kurumu Devlet Primi Gideri ne kadardır?,1
Mal ve Hizmet Alım Giderleri hangi kalemleri içermektedir?,"Tüketime Yönelik Mal ve Malzeme Alımları, Yolluklar, Görev Giderleri, Hizmet Alımı, Menkul Mal Bakım Onarım Giderleri"
03.2 kodu ne tür giderleri kapsamaktadır?,"Elektrik, yakıt, su, abonelik, güvence bedelleri, temizlik malzemesi alımları, kırtasiye giderleri"
2011 yılı transferler kalemi için hangi değer belirtilmiştir?,Wh
Pansiyonlu okullarda parasız yatılı okuyan öğrencilerin hangi giderleri karşılanmaktadır?,Beslenme ve barınma giderleri ile burslu okuyan öğrencilerin burs giderleri karşılanmaktadır.
Yurtdışına yapılan transferler nelerdir?,Yurt dışı burs giderlerini oluşturmaktadır.
Ortaöğretim Genel Müdürlüğü yatırımları nasıl belirlenmektedir?,Valiliklerce belirlenen yatırım ihtiyaçları Bakanlığın ön gördüğü dönemlerde yatırım modülüne işlenmekte ve ilgili birimlerce değerlendirilerek Kalkınma Bakanlığı ile yapılan istişareler sonucunda programa alınmaktadır.
Okul binası yapımlarında yer seçiminde hangi kriterler önceliklidir?,"Teknik yönden sakıncalı olan binalar, kendi binası olmayan okullar, yetersiz binalar, yeni imar açılan veya hızlı göç alan bölgeler ve derslik ihtiyacı olan yerler önceliklidir."
2002-2013 yılları arasında kaç yeni derslik kazandırılmıştır?,Toplam 30.505 yeni derslik kazandırılmıştır.
2002 yılında derslik başına düşen öğrenci sayısı kaçtı?,2002 yılında derslik başına düşen öğrenci sayısı 40'a yakın bir değerdi.
2013-2014 eğitim öğretim yılında derslik başına düşen öğrenci sayısı kaça düştü?,2013-2014 eğitim öğretim yılında derslik başına düşen öğrenci sayısı 28'e düştü.
Dönem içerisinde ortalama kaç derslik yapımı sağlanmıştır?,Dönem içerisinde ortalama 2.542 derslik yapımı sağlanmıştır.
Her okulun kaç derslikli olduğu varsayılmaktadır?,Her okulun 24 derslikli olduğu varsayılmaktadır.
Eğitim yatırımlarında hangi ek yapılar önem taşımaktadır?,"Eğitim yatırımlarında pansiyon, spor salonu ve konferans salonları önem taşımaktadır."
2002-2014 yılları arasında kaç adet pansiyon tamamlanmıştır?,270 adet pansiyon tamamlanmıştır.
2010-2011 yılları arasında kaç adet spor salonu yapılmıştır?,64 adet spor salonu yapılmıştır.
Ortaöğretimin zorunlu eğitim kapsamına alınması hangi yasal değişiklikle gerçekleşmiştir?,30.03.2012 tarihli ve 6287 sayılı İlköğretim ve Eğitim Kanunu ile Bazı Kanunlarda Değişiklik Yapılmasına Dair Kanun ile gerçekleşmiştir.
2012-2013 yılları arasında kaç adet konferans salonu hizmete girmiştir?,12 adet konferans salonu hizmete girmiştir.
2014 yılında Ortaöğretim Genel Müdürlüğüne ait kaç yeni proje Devlet Yatırım Programına alınmıştır?,160 yeni proje Devlet Yatırım Programına alınmıştır.
2014 yılında Ortaöğretim Genel Müdürlüğüne ait toplam kaç proje bulunmaktadır?,443 proje bulunmaktadır.
Hayırsever katkısıyla yapılan pansiyon kapasitesi ne kadardır?,2.470 kapasite hayırsever katkısıyla yapılmıştır.
2014 yılında kaç spor salonu inşaatı devam etmektedir?,119 spor salonu inşaatı devam etmektedir.
Devlet yatırımları ile yapılan pansiyon kapasitesi ne kadardır?,41.116 kapasite devlet yatırımları ile yapılmıştır.
2014 yılında kaç konferans salonu inşaatı devam etmektedir?,8 konferans salonu inşaatı devam etmektedir.
2014 yılında kaç okul binasının yapımı devam etmektedir?,261 okul binasının yapımı devam etmektedir.
Yapımı tamamlandığında kaç yeni derslik faaliyete geçecektir?,6.056 yeni derslik faaliyete geçecektir.
Derslik başına düşen öğrenci sayısı kaç olarak baz alınmıştır?,Derslik başına düşen öğrenci sayısı 30 olarak baz alınmıştır.
Hangi illere öncelik verildiği görülmektedir?,"İstanbul, Ankara ve Şanlıurfa gibi 26 ile öncelik verildiği görülmektedir."
Deprem kuşağında bulunan hangi illerde yatırımlara devam edilmektedir?,"Van, Erzurum ve Kütahya gibi illerde yatırımlara devam edilmektedir."
Ortaöğretim Genel Müdürlüğüne ait bina ve tesislerin büyük onarım giderleri hangi harcama kalemlerinden karşılanmaktadır?,Gayrimenkul büyük onarım giderleri (06.7) ve gayrimenkul mal bakım ve onarım giderleri (03.8) harcama kalemlerinden karşılanmaktadır.
Bakım ve onarım işlerinin gerçekleştirilmesinde hangi dönemde tamamlanması önem arz etmektedir?,Bakım ve onarım işlerinin yaz tatili dönemlerinde tamamlanması önem arz etmektedir.
2006-2012 yılları arasında onarım ve tadilat işlemleri için harcama yetkisi hangi kuruma verilmiştir?,2006-2012 yılları arasında harcama yetkisi Ortaöğretim Genel Müdürlüğüne verilmiştir.
652 sayılı KHK ile hangi hizmetlerin yürütülmesi Destek Hizmetleri Genel Müdürlüğüne devredilmiştir?,"Kiralama ve satın alma işleri, temizlik, güvenlik, aydınlatma, ısınma, onarım, taşıma ve benzeri hizmetlerin yürütülmesi Destek Hizmetleri Genel Müdürlüğüne devredilmiştir."
Gayrimenkul büyük onarım giderleri hangi yöntemle yerine getirilmektedir?,"Doğrudan temin ile yapılamayan onarım işleri, keşif raporuna dayandırılarak ihale usulü ile yerine getirilmektedir."
2006-2012 yılları arasında Ortaöğretim Genel Müdürlüğü tarafından gönderilen ödenek miktarı ne kadar artmıştır?,%78 oranında artmıştır.
2013-2014 yıllarında ödenek gönderen birim hangisidir?,Destek Hizmetleri Genel Müdürlüğü.
2006 yılında onarım yapılan okul sayısı kaçtır?,839 okul.
2012 yılında gönderilen ödenek miktarı ne kadardır?,88.330.677 TL.
2008 yılında onarım yapılan okul sayısı kaçtır?,1.143 okul.
2006-2011 yılları arasında gönderilen toplam ödenek miktarı ne kadardır?,211.000 TL
2012 yılında gönderilen ödenek miktarı ne kadardır?,842.000 TL
2006-2012 döneminde kaç okula toplam ne kadar ödenek gönderilmiştir?,399 okula toplam 2.110.500 TL ödenek gönderilmiştir.
Bir okul için ortalama ne kadar ödenek gönderilmiştir?,Ortalama 5.289 TL ödenek gönderilmiştir.
2013 yılından itibaren ödenekler nasıl gönderilmektedir?,Ödenekler Genel Müdürlük ayrımı yapılmaksızın Valiliklere Destek Hizmetleri Genel Müdürlüğünce toplu olarak gönderilmektedir.
Donatım ihtiyaçları 2012 yılına kadar hangi daire başkanlığı tarafından karşılanmıştır?,Donatım ihtiyaçları 2012 yılına kadar Bakanlığımız Eğitim Araçları ve Donatım Dairesi Başkanlığı tarafından karşılanmıştır.
Doğrudan temin yönteminde satın alınan ürünler nasıl dağıtılmaktadır?,"Doğrudan temin yönteminde, merkezde satın alınan ürünler genel depoda tasnif edilmekte ve planlama doğrultusunda ihtiyaç sahiplerine gönderilmektedir."
Mahalline ödenek gönderme yöntemi hangi okullarda uygulanmıştır?,"Mahalline ödenek gönderme yöntemi 2012 yılına kadar sadece fen, güzel sanatlar, spor ve sosyal bilimler liselerinde uygulanmıştır."
Eğitim Araçları ve Donatım Dairesi Başkanlığı'nın görevleri hangi daire başkanlığına devredilmiştir?,Eğitim Araçları ve Donatım Dairesi Başkanlığı'nın görevleri Destek Hizmetleri Genel Müdürlüğü Eğitim Araçları ve Yayımlar Daire Başkanlığı'na devredilmiştir.
2007 yılından itibaren okullara gönderilen malzemeler hangi sistem üzerinden tahsis edilmektedir?,2007 yılından itibaren okullara gönderilen malzemeler Taşınır Mal Modülü (e-Talep) sistemi üzerinden tahsis edilmektedir.
Hangi tür okullara donatım önceliği verilmektedir?,"İnşaatı tamamlanacak okullar, halk katkısı ile eğitimin hizmetine kazandırılan okullar, mahalli imkânlarla temin edilmiş binalarda açılacak olan okullar, önceki yıllarda açılan ve donatımı eksik ve yetersiz olanlar, yeni açılan veya kontenjanı artırılan pansiyonlar, fen liselerinin fizik-kimya-biyoloji laboratuvarlarının bilgisayar destekli donanımlarının sağlanması ve Anadolu liselerinin yeni müfredat programlarına uyumlu ve bilgisayar destekli fizik-kimya-biyoloji laboratuvarlarının kısmi yenilenmesine öncelik verilmektedir."
Ödenekler hangi kanun hükümleri doğrultusunda kullanılmaktadır?,Ödenekler 4734 sayılı Kamu İhale Kanunu hükümleri doğrultusunda kullanılmaktadır.
